ticker,epochs_trained,train_r2,train_rmse,train_mae,train_dir_acc,val_r2,val_rmse,val_mae,val_dir_acc,test_r2,test_rmse,test_mae,test_dir_acc,final_train_loss,final_val_loss,best_val_loss,training_time_sec,latest_date,forecast_return
PPG,16,0.13551196236100171,0.07142211873973689,0.05188109680888975,59.87406983400114,-0.3166521315043267,0.046460063826480213,0.03613905639136506,54.83870967741935,-0.03682430955200666,0.06891238714020297,0.05600066494402397,44.74885844748858,0.17160664498806,1.0028876066207886,0.6002449989318848,17.444193363189697,2026-01-16,-1.2860179
SYY,31,0.918452790666638,0.025817296661034408,0.017967278899048863,90.72696050372066,-1.2468124047588436,0.0623232540592914,0.04875107991335541,57.6036866359447,-6.095058141514837,0.10817666677270811,0.06975460305978885,44.74885844748858,0.14920896291732788,0.7712744474411011,0.6608882546424866,31.00507426261902,2026-01-16,0.8222699
FI,30,0.8788469872278745,0.02248287297569871,0.01634494353823809,90.70034443168772,-0.3668915860897082,0.06498468283335965,0.05118561287196355,53.91705069124424,-0.6032902789869286,0.2600326855440682,0.16301895084992968,44.74885844748858,0.164759561419487,0.7412985563278198,0.7247675061225891,20.529611349105835,2026-01-09,6.244886
CBRE,17,0.3088031256677968,0.07941960045317509,0.0517111920357092,76.3323782234957,-0.6487164177164657,0.09506326843671402,0.06846181388607489,57.798165137614674,-0.6052990387627202,0.08922741076227116,0.07382273899521632,44.29223744292237,0.19693726301193237,1.0923397541046143,0.9121490716934204,19.03424382209778,2026-01-16,2.9335856
DE,20,0.6924620400911289,0.046628727356261813,0.03329640782152376,85.9187178019462,-0.32769172176322026,0.07436979292644533,0.059966747651724245,58.256880733944946,-1.4805073210679685,0.08319746886865374,0.0634689933656404,44.29223744292237,0.11966292560100555,0.7143035531044006,0.5985227823257446,22.095144748687744,2026-01-16,4.187596
AIZ,17,0.1726449313154349,0.06712436439676052,0.04718306849959811,66.68574699484832,0.2185558853359807,0.0543979735573886,0.04104634014649096,65.59633027522935,-0.6378044212339928,0.07938943817186878,0.0641310708031648,44.29223744292237,0.1957872360944748,0.6648401618003845,0.4986712336540222,16.20339345932007,2026-01-16,0.12558699
PYPL,16,0.3468341448460953,0.09453989658200769,0.06956193708087052,71.55123068116772,-0.18390068862844244,0.0964371736044741,0.06828006020142498,54.83870967741935,-0.3844295014761081,0.09517433198065843,0.07912023608695617,43.83561643835616,0.13935677707195282,0.7820739150047302,0.658746063709259,17.120830535888672,2026-01-16,-2.8057337
IEX,19,0.6494896932680629,0.03903164331953942,0.028872135464460585,75.2146536920435,-0.34000084445934675,0.07535784715375554,0.06127641579577941,43.57798165137615,-0.8085255772473752,0.0899387220562912,0.06961066075405702,43.83561643835616,0.14698946475982666,0.9236928224563599,0.8802136182785034,18.330462217330933,2026-01-16,2.813065
BKR,16,0.25986241981166136,0.11492225881068951,0.08225349707681541,71.40401146131805,-0.7409006972899395,0.0933425668638307,0.07149469143279251,46.330275229357795,-0.36523075733961163,0.09629503955422446,0.07418796960454004,43.83561643835616,0.14828848838806152,0.7874386310577393,0.7001851201057434,14.23349404335022,2026-01-16,-1.3891101
CCI,22,0.7537814399022336,0.035592195514114425,0.02645587923955752,84.2587292501431,-0.8742236967484958,0.09832211402487533,0.08179877443634799,39.908256880733944,-1.4432526432825012,0.09616923114734648,0.07585304585347039,43.83561643835616,0.13018162548542023,1.3608324527740479,1.0787181854248047,24.878397941589355,2026-01-16,-7.975334
