ticker,latest_date,forecast_return,test_dir_acc,test_r2
MRVL,2026-01-16,-7.1531773,47.48858447488584,-0.14621964357911588
BXP,2026-01-16,1.4288187,47.48858447488584,-0.006883240361249099
GILD,2026-01-16,-7.6323566,47.48858447488584,-1.5239495280522601
WFC,2026-01-16,-0.6364465,47.48858447488584,-0.529538132414987
FERG,2026-01-16,-4.6123147,47.239263803680984,-0.31369683534179615
COIN,2026-01-16,6.1050296,47.12643678160919,-1.1307486993487688
UNP,2026-01-16,0.94600916,47.03196347031963,-0.2959190089905859
HUM,2026-01-16,1.7940164,47.03196347031963,-0.15242563732476655
HRL,2026-01-16,1.8083215,47.03196347031963,-0.29776917203487074
FSLR,2026-01-16,7.079935,47.03196347031963,-0.5426482148153109
GWW,2026-01-16,2.210176,47.03196347031963,-0.22999858874528556
FICO,2026-01-16,14.165497,46.57534246575342,-1.117707525075641
CHRW,2026-01-16,0.16186237,46.118721461187214,-1.131694447747913
DIS,2026-01-16,-0.85070133,46.118721461187214,-0.23845578091733932
WAT,2026-01-16,4.440844,46.118721461187214,-0.284477693755953
TWLO,2026-01-16,-6.1942873,45.933014354066984,-0.36172719242419227
HBAN,2026-01-16,-3.2171905,45.87155963302752,-0.19254739064384085
DLR,2026-01-16,3.0531168,45.662100456621005,-0.25124300541887856
TSCO,2026-01-16,8.190334,45.20547945205479,-1.2840301772330873
IQV,2026-01-16,6.8791986,44.74885844748858,-1.5167965581001255
DECK,2026-01-16,3.4577847,44.74885844748858,-0.30816114635788927
A,2026-01-16,2.6563883,44.74885844748858,-0.23604928669762892
NFLX,2026-01-16,-7.769698,44.74885844748858,-0.9161057909485921
PEG,2026-01-16,7.306719,44.74885844748858,-2.120938778044196
PPG,2026-01-16,-1.2860179,44.74885844748858,-0.03682430955200666
SYY,2026-01-16,0.8222699,44.74885844748858,-6.095058141514837
FI,2026-01-09,6.244886,44.74885844748858,-0.6032902789869286
CBRE,2026-01-16,2.9335856,44.29223744292237,-0.6052990387627202
DE,2026-01-16,4.187596,44.29223744292237,-1.4805073210679685
AIZ,2026-01-16,0.12558699,44.29223744292237,-0.6378044212339928
PYPL,2026-01-16,-2.8057337,43.83561643835616,-0.3844295014761081
IEX,2026-01-16,2.813065,43.83561643835616,-0.8085255772473752
BKR,2026-01-16,-1.3891101,43.83561643835616,-0.36523075733961163
CCI,2026-01-16,-7.975334,43.83561643835616,-1.4432526432825012
LII,2026-01-16,-1.8581212,43.83561643835616,-0.772202719167774
SPGI,2026-01-16,4.6485066,43.37899543378995,-0.4034662095661572
PANW,2026-01-16,7.756996,43.37899543378995,-0.25918461011035165
SNOW,2026-01-16,-3.8057506,43.13725490196079,-0.8955289189690554
MET,2026-01-16,4.6999574,43.11926605504588,-0.33993872472885633
FDS,2026-01-16,14.755607,42.922374429223744,-0.9216169781888266
DT,2026-01-16,10.852218,42.74809160305343,-3.412430462619307
IBM,2026-01-16,-1.7414868,42.465753424657535,-0.006444536244184063
ADBE,2026-01-16,-0.6563723,42.465753424657535,-1.0058714472411516
ISRG,2026-01-16,1.5939236,42.465753424657535,-1.092351842786881
MKC,2026-01-16,2.3819566,42.201834862385326,-0.4741488330498915
ABBV,2026-01-16,0.7615328,42.201834862385326,-0.7187609753551758
OC,2026-01-16,-10.730446,42.00913242009132,-0.7733506969233941
KMB,2026-01-16,5.2511334,42.00913242009132,-0.9998583515216999
RJF,2026-01-16,-0.9803355,42.00913242009132,-0.5703321476461147
MRNA,2026-01-16,-2.583456,41.78082191780822,-1.0329121782250263
FIS,2026-01-16,-8.229369,41.74311926605505,-1.0427055738358297
AJG,2026-01-16,9.565258,41.55251141552511,-2.2407512575904605
DXCM,2026-01-16,-1.0846794,41.55251141552511,-0.29045231320236353
PFE,2026-01-16,-3.7564993,41.55251141552511,-0.28393271016351496
AMZN,2026-01-16,1.0389686,41.55251141552511,-0.3212835195591617
IT,2026-01-16,18.553389,41.0958904109589,-1.472404294473252
SYK,2026-01-16,0.66132545,40.63926940639269,-0.08921447072209276
WSM,2026-01-16,-3.0355394,40.182648401826484,-0.8186801447731615
RCL,2026-01-16,1.3358712,40.182648401826484,0.0012781779317743158
NOW,2026-01-16,12.19492,40.182648401826484,-1.4734730161396858
KR,2026-01-16,2.9083729,40.182648401826484,-0.9007804091522567
HIG,2026-01-16,2.578342,39.908256880733944,-0.37473810153262566
NEM,2026-01-16,4.9933553,39.726027397260275,-1.6977801128533625
ADP,2026-01-16,9.978437,39.726027397260275,-0.4516163762305365
PTC,2026-01-16,-2.5072575,38.99082568807339,-0.7098755631640881
ZBH,2026-01-16,1.7246127,38.81278538812785,-0.4160978260597943
FFIV,2026-01-16,4.5727134,38.81278538812785,-0.8281157997467672
CHD,2026-01-16,11.094105,38.35616438356164,-3.3444415044786613
USB,2026-01-16,-2.706629,38.35616438356164,-1.6985576351706784
FDX,2026-01-16,-3.0200243,37.89954337899543,-2.6017640274680955
CPRT,2026-01-16,7.4186563,37.61467889908257,-1.5365671071751152
POOL,2026-01-16,6.682706,37.44292237442922,-2.1253054804802396
TFC,2026-01-16,-1.5246391,37.44292237442922,-0.5769725457098809
LOW,2026-01-16,2.837944,37.44292237442922,-0.40240042991534164
AMD,2026-01-16,-6.8535566,36.986301369863014,-0.12299164046828714
WDAY,2026-01-16,0.45756102,36.69724770642202,-1.0984282937660228
PG,2026-01-16,2.1414757,36.5296803652968,-1.4677495838480397
OKE,2026-01-16,4.432738,36.5296803652968,-2.4025788171341262
NI,2026-01-16,-1.5344977,36.5296803652968,-0.32488140072694227
MELI,2026-01-16,4.618883,36.5296803652968,-0.5774676785836095
AMP,2026-01-16,-0.5669117,36.07305936073059,-0.19272545639471028
CAG,2026-01-16,6.5521717,35.15981735159817,-2.0228748744212797
MMC,2026-01-16,8.589673,35.15981735159817,-3.5116341882978626
SCHW,2026-01-16,2.3468137,35.15981735159817,-1.540669597255342
T,2026-01-16,1.1526823,34.70319634703196,-1.3108368395876018
KKR,2026-01-16,1.5945077,33.789954337899545,-0.729176246419929
KVUE,2026-01-16,-11.68983,33.33333333333333,-5.287796579247429
WBD,2026-01-16,-28.975695,32.87671232876712,-1.9559162186929901
SBAC,2026-01-16,-4.525632,32.87671232876712,-1.0484361099608508
GDDY,2026-01-16,6.3616037,29.68036529680365,-1.4370028647648816
