Date,Ticker,Type,Price
2024-12-23,GOOG,Open,193.40365775117732
2024-12-23,GOOG,Volume,44646600.0
2024-12-23,MSFT,Close,427.3773193359375
2024-12-23,MSFT,High,437.71109275940177
2024-12-23,MSFT,Low,423.2279358558446
2024-12-23,MSFT,Open,433.5418363468204
2024-12-23,MSFT,Volume,52628900.0
2024-12-23,NVDA,Close,136.97251892089844
2024-12-23,NVDA,High,141.86118077606247
2024-12-23,NVDA,Low,134.6731602308685
2024-12-23,NVDA,Open,136.2427228650528
2024-12-23,NVDA,Volume,567998700.0
2024-12-30,AAPL,Close,242.26431274414062
2024-12-30,AAPL,High,252.35865847555942
2024-12-30,AAPL,Low,240.73125302126155
2024-12-30,AAPL,Open,251.09437218579032
2024-12-30,AAPL,Volume,171023000.0
2024-12-30,AMZN,Close,224.19000244140625
2024-12-30,AMZN,High,225.36000061035156
2024-12-30,AMZN,Low,218.19000244140625
2024-12-30,AMZN,Open,220.05999755859375
2024-12-30,AMZN,Volume,114613100.0
2024-12-30,GOOG,Close,192.50656127929688
2024-12-30,GOOG,High,193.87213391074388
2024-12-30,GOOG,Low,188.10083132096779
2024-12-30,GOOG,Open,190.24887354162246
2024-12-30,GOOG,Volume,56984900.0
2024-12-30,MSFT,Close,420.24993896484375
2024-12-30,MSFT,High,424.419165428052
2024-12-30,MSFT,Low,411.812181955983
2024-12-30,MSFT,Open,422.9400859523777
2024-12-30,MSFT,Volume,59964600.0
2024-12-30,NVDA,Close,144.4304962158203
2024-12-30,NVDA,High,144.86037131104774
2024-12-30,NVDA,Low,133.79340631066202
2024-12-30,NVDA,Open,134.7931328628559
2024-12-30,NVDA,Volume,750963600.0
2025-01-06,AAPL,Close,235.78363037109375
2025-01-06,AAPL,High,246.2164417505993
2025-01-06,AAPL,Low,231.95095824677452
2025-01-06,AAPL,Open,243.2100345192402
2025-01-06,AAPL,Volume,185241400.0
2025-01-06,AMZN,Close,218.94000244140625
2025-01-06,AMZN,High,228.83999633789062
2025-01-06,AMZN,Low,216.5
2025-01-06,AMZN,Open,226.77999877929688
2025-01-06,AMZN,Volume,121778800.0
2025-01-06,GOOG,Close,192.5464324951172
2025-01-06,GOOG,High,201.48747795194163
2025-01-06,GOOG,Low,190.98150846908007
2025-01-06,GOOG,Open,194.5200366640202
2025-01-06,GOOG,Volume,71539200.0
2025-01-06,MSFT,Close,415.8821105957031
2025-01-06,MSFT,High,431.13955378208215
2025-01-06,MSFT,Low,411.98086631184646
2025-01-06,MSFT,Open,424.86582682566063
2025-01-06,MSFT,Volume,73968400.0
2025-01-06,NVDA,Close,135.8728485107422
2025-01-06,NVDA,High,153.08814211806396
2025-01-06,NVDA,Low,134.18330808313058
2025-01-06,NVDA,Open,148.54937472316894
2025-01-06,NVDA,Volume,1052112000.0
2025-01-13,AAPL,Close,228.9445343017578
2025-01-13,AAPL,High,237.8841137064172
2025-01-13,AAPL,Low,227.0033170154767
2025-01-13,AAPL,Open,232.47855382760125
2025-01-13,AAPL,Volume,269145400.0
2025-01-13,AMZN,Close,225.94000244140625
2025-01-13,AMZN,High,226.50999450683594
2025-01-13,AMZN,Low,216.1999969482422
2025-01-13,AMZN,Open,218.05999755859375
2025-01-13,AMZN,Volume,150393100.0
2025-01-13,GOOG,Close,196.9123077392578
2025-01-13,GOOG,High,198.16823495893416
2025-01-13,GOOG,Low,188.05100544326328
2025-01-13,GOOG,Open,190.73232450364702
2025-01-13,GOOG,Volume,75273900.0
2025-01-13,MSFT,Close,425.8883361816406
2025-01-13,MSFT,High,431.29843952552403
2025-01-13,MSFT,Low,407.71241743957876
2025-01-13,MSFT,Open,412.19930788096787
2025-01-13,MSFT,Volume,95676000.0
2025-01-13,NVDA,Close,137.67234802246094
2025-01-13,NVDA,High,138.71205690815574
2025-01-13,NVDA,Low,129.4745782213129
2025-01-13,NVDA,Open,129.95445794204866
2025-01-13,NVDA,Volume,996041100.0
2025-01-20,AAPL,Close,221.77694702148438
2025-01-20,AAPL,High,226.00781168620264
2025-01-20,AAPL,Low,218.3922613657447
2025-01-20,AAPL,Open,222.99145526985754
2025-01-20,AAPL,Volume,277129600.0
2025-01-20,AMZN,Close,234.85000610351562
2025-01-20,AMZN,High,236.39999389648438
2025-01-20,AMZN,Low,226.94000244140625
2025-01-20,AMZN,Open,228.89999389648438
2025-01-20,AMZN,Volume,133694800.0
2025-01-20,GOOG,Close,201.2482452392578
2025-01-20,GOOG,High,203.18198520406958
2025-01-20,GOOG,Low,196.184657253061
2025-01-20,GOOG,Open,199.86273287419152
2025-01-20,GOOG,Volume,62385800.0
2025-01-20,MSFT,Close,440.8082275390625
2025-01-20,MSFT,High,443.99471281471904
2025-01-20,MSFT,Low,422.483415219922
2025-01-20,MSFT,Open,427.0497363213674
2025-01-20,MSFT,Volume,87828300.0
2025-01-20,NVDA,Close,142.5810089111328
2025-01-20,NVDA,High,148.92927919460303
2025-01-20,NVDA,Low,137.05252179695495
2025-01-20,NVDA,Open,139.1219632697164
2025-01-20,NVDA,Volume,825973500.0
2025-01-27,AAPL,Close,234.93743896484375
2025-01-27,AAPL,High,246.07705979363328
2025-01-27,AAPL,Low,222.97155328637572
2025-01-27,AAPL,Open,223.01138169773444
2025-01-27,AAPL,Volume,372675200.0
2025-01-27,AMZN,Close,237.67999267578125
2025-01-27,AMZN,High,241.77000427246094
2025-01-27,AMZN,Low,225.86000061035156
2025-01-27,AMZN,Open,226.2100067138672
2025-01-27,AMZN,Volume,185238100.0
2025-01-27,GOOG,Close,204.9363250732422
2025-01-27,GOOG,High,206.4115433442633
2025-01-27,GOOG,Low,191.98825158383798
2025-01-27,GOOG,Open,193.5631531366245
2025-01-27,GOOG,Volume,84829000.0
2025-01-27,MSFT,Close,412.0206298828125
2025-01-27,MSFT,High,445.09664416069165
2025-01-27,MSFT,Low,410.1345491074844
2025-01-27,MSFT,Open,420.9051036665799
2025-01-27,MSFT,Volume,171469100.0
2025-01-27,NVDA,Close,120.03717041015625
2025-01-27,NVDA,High,128.96472909358764
2025-01-27,NVDA,Low,116.218215171547
2025-01-27,NVDA,Open,124.76588049960354
2025-01-27,NVDA,Volume,2646704500.0
2025-02-03,AAPL,Close,226.60511779785156
2025-02-03,AAPL,High,232.94643248808816
2025-02-03,AAPL,Low,224.68379957976668
2025-02-03,AAPL,Open,228.95449268183066
2025-02-03,AAPL,Volume,227383400.0
2025-02-03,AMZN,Close,229.14999389648438
2025-02-03,AMZN,High,242.52000427246094
2025-02-03,AMZN,Low,228.05999755859375
2025-02-03,AMZN,Open,234.05999755859375
2025-02-03,AMZN,Volume,244163400.0
2025-02-03,GOOG,Close,186.53590393066406
2025-02-03,GOOG,High,208.02630494836149
2025-02-03,GOOG,Low,184.50249582506203
2025-02-03,GOOG,Open,201.5622381812984
2025-02-03,GOOG,Volume,139053600.0
2025-02-03,MSFT,Close,406.7494812011719
2025-02-03,MSFT,High,415.58430218979566
2025-02-03,MSFT,Low,405.1115698860282
2025-02-03,MSFT,Open,408.5859400732255
2025-02-03,MSFT,Volume,101724500.0
2025-02-03,NVDA,Close,129.8044891357422
2025-02-03,NVDA,High,130.3343429768511
2025-02-03,NVDA,Low,112.97909741423553
2025-02-03,NVDA,Open,114.71861944268751
2025-02-03,NVDA,Volume,1369686400.0
2025-02-10,AAPL,Close,243.49871826171875
2025-02-10,AAPL,High,244.44443794069383
2025-02-10,AAPL,Low,226.17705096274824
2025-02-10,AAPL,Open,228.5363905965054
2025-02-10,AAPL,Volume,226587600.0
2025-02-10,AMZN,Close,228.67999267578125
2025-02-10,AMZN,High,233.9199981689453
2025-02-10,AMZN,Low,227.22999572753906
2025-02-10,AMZN,Open,230.5500030517578
2025-02-10,AMZN,Volume,149796400.0
2025-02-10,GOOG,Close,186.2667694091797
2025-02-10,GOOG,High,189.37670823532366
2025-02-10,GOOG,Low,183.0372380256322
2025-02-10,GOOG,Open,188.4497024129674
2025-02-10,GOOG,Volume,72709900.0
2025-02-10,MSFT,Close,405.43914794921875
2025-02-10,MSFT,High,412.41766756402274
2025-02-10,MSFT,Low,401.40888087689126
2025-02-10,MSFT,Open,410.68048243649866
2025-02-10,MSFT,Volume,104730400.0
2025-02-10,NVDA,Close,138.81202697753906
2025-02-10,NVDA,High,139.21191146517995
2025-02-10,NVDA,Low,129.04469505802552
2025-02-10,NVDA,Open,130.05441330481878
2025-02-10,NVDA,Volume,949079700.0
2025-02-17,AAPL,Close,244.71319580078125
2025-02-17,AAPL,High,247.84249441981407
2025-02-17,AAPL,Low,241.0158323794441
2025-02-17,AAPL,Open,243.31795772185887
2025-02-17,AAPL,Volume,166541000.0
2025-02-17,AMZN,Close,216.5800018310547
2025-02-17,AMZN,High,229.3000030517578
2025-02-17,AMZN,Low,214.74000549316406
2025-02-17,AMZN,Open,228.82000732421875
2025-02-17,AMZN,Volume,156867400.0
2025-02-17,GOOG,Close,180.99383544921875
2025-02-17,GOOG,High,187.17381791490837
2025-02-17,GOOG,Low,180.5452911558963
2025-02-17,GOOG,Open,186.8349191341342
2025-02-17,GOOG,Volume,64501100.0
2025-02-17,MSFT,Close,405.22076416015625
2025-02-17,MSFT,High,416.2394874878629
2025-02-17,MSFT,Low,403.5232945767584
2025-02-17,MSFT,Open,405.0123104239051
2025-02-17,MSFT,Volume,96570800.0
2025-02-17,NVDA,Close,134.3932342529297
2025-02-17,NVDA,High,143.40078032914826
2025-02-17,NVDA,Low,133.99334973043614
2025-02-17,NVDA,Open,141.23137552265646
2025-02-17,NVDA,Volume,758833800.0
2025-02-24,AAPL,Close,241.01583862304688
2025-02-24,AAPL,High,249.1480341058926
2025-02-24,AAPL,Low,229.41550676334808
2025-02-24,AAPL,Open,244.09530467496631
2025-02-24,AAPL,Volume,241760300.0
2025-02-24,AMZN,Close,212.27999877929688
2025-02-24,AMZN,High,219.97000122070312
2025-02-24,AMZN,Low,204.16000366210938
2025-02-24,AMZN,Open,217.4499969482422
2025-02-24,AMZN,Volume,232786500.0
2025-02-24,GOOG,Close,171.6640625
2025-02-24,GOOG,High,184.49251233458273
2025-02-24,GOOG,Low,167.84642419410588
2025-02-24,GOOG,Open,183.2066832408325
2025-02-24,GOOG,Volume,119184000.0
2025-02-24,MSFT,Close,394.87310791015625
2025-02-24,MSFT,High,407.1870985000273
2025-02-24,MSFT,Low,384.50868780557136
2025-02-24,MSFT,Open,406.3316988756483
2025-02-24,MSFT,Volume,129423200.0
2025-02-24,NVDA,Close,124.8858413696289
2025-02-24,NVDA,High,138.55210175926783
2025-02-24,NVDA,Low,116.36817434407594
2025-02-24,NVDA,Open,136.52265804130565
2025-02-24,NVDA,Volume,1677630500.0
2025-03-03,AAPL,Close,238.2552947998047
2025-03-03,AAPL,High,243.19838339364702
2025-03-03,AAPL,Low,228.44881639609187
2025-03-03,AAPL,Open,240.96601148258915
2025-03-03,AAPL,Volume,239653700.0
2025-03-03,AMZN,Close,199.25
2025-03-03,AMZN,High,214.00999450683594
2025-03-03,AMZN,Low,192.52999877929688
2025-03-03,AMZN,Open,213.35000610351562
2025-03-03,AMZN,Volume,252078200.0
2025-03-03,GOOG,Close,175.1826629638672
2025-03-03,GOOG,High,176.32894457512367
2025-03-03,GOOG,Low,166.9991589007862
2025-03-03,GOOG,Open,173.16917944951103
2025-03-03,GOOG,Volume,109159100.0
2025-03-03,MSFT,Close,391.2127685546875
2025-03-03,MSFT,High,400.00562778233603
2025-03-03,MSFT,Low,378.96841103595585
2025-03-03,MSFT,Open,396.6933975459513
2025-03-03,MSFT,Volume,121122400.0
2025-03-03,NVDA,Close,112.65918731689453
2025-03-03,NVDA,High,123.66617113649778
2025-03-03,NVDA,Low,107.5305852358904
2025-03-03,NVDA,Open,123.47622827864049
2025-03-03,NVDA,Volume,1756820000.0
2025-03-10,AAPL,Close,212.76246643066406
2025-03-10,AAPL,High,235.3552089492729
2025-03-10,AAPL,Low,207.70973686315813
2025-03-10,AAPL,Open,234.73731146737134
2025-03-10,AAPL,Volume,332232000.0
2025-03-10,AMZN,Close,197.9499969482422
2025-03-10,AMZN,High,201.52000427246094
2025-03-10,AMZN,Low,190.85000610351562
2025-03-10,AMZN,Open,195.60000610351562
2025-03-10,AMZN,Volume,239400600.0
2025-03-10,GOOG,Close,167.07888793945312
2025-03-10,GOOG,High,169.89975402090516
2025-03-10,GOOG,Low,162.71303770149936
2025-03-10,GOOG,Open,169.61069688471386
2025-03-10,GOOG,Volume,106394000.0
2025-03-10,MSFT,Close,386.4880676269531
2025-03-10,MSFT,High,388.1491759928466
2025-03-10,MSFT,Low,374.9001953364221
2025-03-10,MSFT,Open,383.78257034895813
2025-03-10,MSFT,Volume,127899700.0
2025-03-10,NVDA,Close,121.63673400878906
2025-03-10,NVDA,High,121.84667568023235
2025-03-10,NVDA,Low,104.74135288535824
2025-03-10,NVDA,Open,109.86995524243233
2025-03-10,NVDA,Volume,1621837200.0
2025-03-17,AAPL,Close,217.5261688232422
2025-03-17,AAPL,High,218.09421843072647
2025-03-17,AAPL,Low,209.25445108956598
2025-03-17,AAPL,Open,212.58306515949604
2025-03-17,AAPL,Volume,287881900.0
2025-03-17,AMZN,Close,196.2100067138672
2025-03-17,AMZN,High,199.32000732421875
2025-03-17,AMZN,Low,189.3800048828125
2025-03-17,AMZN,Open,198.77000427246094
2025-03-17,AMZN,Volume,226177600.0
2025-03-17,GOOG,Close,165.90211486816406
2025-03-17,GOOG,High,168.1074970498387
2025-03-17,GOOG,Low,158.4677073525265
2025-03-17,GOOG,Open,166.97486233998484
2025-03-17,GOOG,Volume,117275200.0
2025-03-17,MSFT,Close,389.1736755371094
2025-03-17,MSFT,High,390.61592542072003
2025-03-17,MSFT,Low,379.0678485423645
2025-03-17,MSFT,Open,384.637993468857
2025-03-17,MSFT,Volume,119293100.0
2025-03-17,NVDA,Close,117.67863464355469
2025-03-17,NVDA,High,122.86769511031049
2025-03-17,NVDA,Low,114.51921214354853
2025-03-17,NVDA,Open,122.71772080939661
2025-03-17,NVDA,Volume,1343942800.0
2025-03-24,AAPL,Close,217.1574249267578
2025-03-24,AAPL,High,224.25317142518767
2025-03-24,AAPL,Low,216.93817343567548
2025-03-24,AAPL,Open,220.24686669616187
2025-03-24,AAPL,Volume,190172600.0
2025-03-24,AMZN,Close,192.72000122070312
2025-03-24,AMZN,High,206.2100067138672
2025-03-24,AMZN,Low,191.8800048828125
2025-03-24,AMZN,Open,200.0
2025-03-24,AMZN,Volume,185517800.0
2025-03-24,GOOG,Close,155.7334442138672
2025-03-24,GOOG,High,172.54819191716592
2025-03-24,GOOG,Low,155.01395983965068
2025-03-24,GOOG,Open,168.91081476475713
2025-03-24,GOOG,Volume,111520100.0
2025-03-24,MSFT,Close,376.78009033203125
2025-03-24,MSFT,High,394.24645168253187
2025-03-24,MSFT,Low,374.920066699825
2025-03-24,MSFT,Open,393.29157924636905
2025-03-24,MSFT,Volume,88286700.0
2025-03-24,NVDA,Close,109.65010070800781
2025-03-24,NVDA,High,122.1978268089162
2025-03-24,NVDA,Low,109.05021109179135
2025-03-24,NVDA,Open,119.85824738925857
2025-03-24,NVDA,Volume,1156137600.0
2025-03-31,AAPL,Close,187.738037109375
2025-03-31,AAPL,High,224.85111964126602
2025-03-31,AAPL,Low,186.70157274086588
2025-03-31,AAPL,Open,216.2704604831804
2025-03-31,AAPL,Volume,366947800.0
2025-03-31,AMZN,Close,171.0
2025-03-31,AMZN,High,198.33999633789062
2025-03-31,AMZN,Low,166.0
2025-03-31,AMZN,Open,188.19000244140625
2025-03-31,AMZN,Volume,377207100.0
2025-03-31,GOOG,Close,147.4308624267578
2025-03-31,GOOG,High,159.9396216124777
2025-03-31,GOOG,Low,147.23126874135036
2025-03-31,GOOG,Open,154.48606067233297
2025-03-31,GOOG,Volume,139064600.0
2025-03-31,MSFT,Close,357.9211730957031
2025-03-31,MSFT,High,383.02657273318175
2025-03-31,MSFT,Low,357.56310734248
2025-03-31,MSFT,Open,370.55346331838876
2025-03-31,MSFT,Volume,150374700.0
2025-03-31,NVDA,Close,94.29288482666016
2025-03-31,NVDA,High,111.95968436818397
2025-03-31,NVDA,Low,92.09328707213024
2025-03-31,NVDA,Open,105.11092121155868
2025-03-31,NVDA,Volume,1613471100.0
2025-04-07,AAPL,Close,197.47471618652344
2025-04-07,AAPL,High,199.9263394143881
2025-04-07,AAPL,Low,168.63335392882644
2025-04-07,AAPL,Open,176.59611498089373
2025-04-07,AAPL,Volume,675037600.0
2025-04-07,AMZN,Close,184.8699951171875
2025-04-07,AMZN,High,192.64999389648438
2025-04-07,AMZN,Low,161.3800048828125
2025-04-07,AMZN,Open,162.0
2025-04-07,AMZN,Volume,432738100.0
2025-04-07,GOOG,Close,159.0664520263672
2025-04-07,GOOG,High,161.53128481006974
2025-04-07,GOOG,Low,142.36148994671183
2025-04-07,GOOG,Open,143.08995817017646
2025-04-07,GOOG,Volume,187459400.0
2025-04-07,MSFT,Close,386.378662109375
2025-04-07,MSFT,High,391.13317227848484
2025-04-07,MSFT,Low,342.9514687188765
2025-04-07,MSFT,Open,349.0089910855667
2025-04-07,MSFT,Volume,198357200.0
2025-04-07,NVDA,Close,110.90986633300781
2025-04-07,NVDA,High,115.07910764062758
2025-04-07,NVDA,Low,86.60428107778468
2025-04-07,NVDA,Open,87.44412495499881
2025-04-07,NVDA,Volume,2451432700.0
2025-04-14,AAPL,Close,196.3087158203125
2025-04-14,AAPL,High,212.21433309332986
2025-04-14,AAPL,Low,191.71442543866004
2025-04-14,AAPL,Open,210.71944488073305
2025-04-14,AAPL,Volume,264593900.0
2025-04-14,AMZN,Close,172.61000061035156
2025-04-14,AMZN,High,187.44000244140625
2025-04-14,AMZN,Low,171.41000366210938
2025-04-14,AMZN,Open,186.83999633789062
2025-04-14,AMZN,Volume,188246300.0
2025-04-14,GOOG,Close,153.03909301757812
2025-04-14,GOOG,High,163.68676409071185
2025-04-14,GOOG,Low,150.5842338964966
2025-04-14,GOOG,Open,161.97036199265548
2025-04-14,GOOG,Volume,70381600.0
2025-04-14,MSFT,Close,365.81884765625
2025-04-14,MSFT,High,392.5455611342096
2025-04-14,MSFT,Low,364.9336092793292
2025-04-14,MSFT,Open,391.12319375548464
2025-04-14,MSFT,Volume,79539100.0
2025-04-14,NVDA,Close,101.47157287597656
2025-04-14,NVDA,High,114.26925215292954
2025-04-14,NVDA,Low,100.0318394876262
2025-04-14,NVDA,Open,114.08928452588457
2025-04-14,NVDA,Volume,1183206300.0
2025-04-21,AAPL,Close,208.56680297851562
2025-04-21,AAPL,High,209.0352025034097
2025-04-21,AAPL,Low,189.16315269049986
2025-04-21,AAPL,Open,192.61136820466615
2025-04-21,AAPL,Volume,238181400.0
2025-04-21,AMZN,Close,188.99000549316406
2025-04-21,AMZN,High,189.94000244140625
2025-04-21,AMZN,Low,165.2899932861328
2025-04-21,AMZN,Open,169.60000610351562
2025-04-21,AMZN,Volume,248380900.0
2025-04-21,GOOG,Close,163.5071563720703
2025-04-21,GOOG,High,167.8879698596393
2025-04-21,GOOG,Low,148.0894727115065
2025-04-21,GOOG,Open,150.64910798559242
2025-04-21,GOOG,Volume,116569400.0
2025-04-21,MSFT,Close,389.7605285644531
2025-04-21,MSFT,High,390.068873110604
2025-04-21,MSFT,Low,353.77345991797387
2025-04-21,MSFT,Open,360.8853276145898
2025-04-21,MSFT,Volume,102043300.0
2025-04-21,NVDA,Close,110.98986053466797
2025-04-21,NVDA,High,111.89969145813895
2025-04-21,NVDA,Low,95.02275690332931
2025-04-21,NVDA,Open,98.75207586223196
2025-04-21,NVDA,Volume,1248911600.0
2025-04-28,AAPL,Close,204.65020751953125
2025-04-28,AAPL,High,213.82881285925896
2025-04-28,AAPL,Low,201.4710760745947
2025-04-28,AAPL,Open,209.28435501208293
2025-04-28,AAPL,Volume,286233500.0
2025-04-28,AMZN,Close,189.97999572753906
2025-04-28,AMZN,High,192.8800048828125
2025-04-28,AMZN,Low,178.85000610351562
2025-04-28,AMZN,Open,190.11000061035156
2025-04-28,AMZN,Volume,282238000.0
2025-04-28,GOOG,Close,165.46304321289062
2025-04-28,GOOG,High,166.3511802953172
2025-04-28,GOOG,Low,156.82615485807204
2025-04-28,GOOG,Open,163.9162835137809
2025-04-28,GOOG,Volume,96215100.0
2025-04-28,MSFT,Close,432.95892333984375
2025-04-28,MSFT,High,437.0967443095362
2025-04-28,MSFT,Low,382.390024840523
2025-04-28,MSFT,Open,389.86991446563223
2025-04-28,MSFT,Volume,157710000.0
2025-04-28,NVDA,Close,114.4792251586914
2025-04-28,NVDA,High,115.37906338859757
2025-04-28,NVDA,Low,104.06111759069277
2025-04-28,NVDA,Open,109.6701003244293
2025-04-28,NVDA,Volume,1039513700.0
2025-05-05,AAPL,Close,197.8534393310547
2025-05-05,AAPL,High,203.40446493409706
2025-05-05,AAPL,Low,192.59143396878702
2025-05-05,AAPL,Open,202.40787277901924
2025-05-05,AAPL,Volume,275704500.0
2025-05-05,AMZN,Close,193.05999755859375
2025-05-05,AMZN,High,194.69000244140625
2025-05-05,AMZN,Low,183.85000610351562
2025-05-05,AMZN,Open,186.50999450683594
2025-05-05,AMZN,Volume,179186900.0
2025-05-05,GOOG,Close,154.0569610595703
2025-05-05,GOOG,High,166.7503453759075
2025-05-05,GOOG,Low,149.17719410967132
2025-05-05,GOOG,Open,164.17074784992437
2025-05-05,GOOG,Volume,165989500.0
2025-05-05,MSFT,Close,436.3905334472656
2025-05-05,MSFT,High,441.30419389139524
2025-05-05,MSFT,Low,428.8111407265319
2025-05-05,MSFT,Open,430.5617654416427
2025-05-05,MSFT,Volume,97351100.0
2025-05-05,NVDA,Close,116.62882995605469
2025-05-05,NVDA,High,118.658460297629
2025-05-05,NVDA,Low,110.79988625006838
2025-05-05,NVDA,Open,112.88951088889792
2025-05-05,NVDA,Volume,829847900.0
2025-05-12,AAPL,Close,210.5400390625
2025-05-12,AAPL,High,213.21091376620063
2025-05-12,AAPL,Low,206.04541421950742
2025-05-12,AAPL,Open,210.25103404793114
2025-05-12,AAPL,Volume,264778300.0
2025-05-12,AMZN,Close,205.58999633789062
2025-05-12,AMZN,High,214.83999633789062
2025-05-12,AMZN,Low,202.6699981689453
2025-05-12,AMZN,Open,210.7100067138672
2025-05-12,AMZN,Volume,277556600.0
2025-05-12,GOOG,Close,167.0796356201172
2025-05-12,GOOG,High,170.29289879987024
2025-05-12,GOOG,Low,157.25025645753624
2025-05-12,GOOG,Open,158.76708003212468
2025-05-12,GOOG,Volume,147587400.0
2025-05-12,MSFT,Close,451.84765625
2025-05-12,MSFT,High,453.75743146797987
2025-05-12,MSFT,Low,437.43493191242396
2025-05-12,MSFT,Open,443.56208819509834
2025-05-12,MSFT,Volume,112185600.0
2025-05-12,NVDA,Close,135.37542724609375
2025-05-12,NVDA,High,136.32526708518697
2025-05-12,NVDA,Low,120.25817546458347
2025-05-12,NVDA,Open,121.94787127599703
2025-05-12,NVDA,Volume,1289809300.0
2025-05-19,AAPL,Close,194.85975646972656
2025-05-19,AAPL,High,209.03989378620804
2025-05-19,AAPL,Low,193.05356158182016
2025-05-19,AAPL,Open,207.47320015771726
2025-05-19,AAPL,Volume,273024200.0
2025-05-19,AMZN,Close,200.99000549316406
2025-05-19,AMZN,High,206.6199951171875
2025-05-19,AMZN,Low,197.85000610351562
2025-05-19,AMZN,Open,201.64999389648438
2025-05-19,AMZN,Volume,178578500.0
2025-05-19,GOOG,Close,169.23513793945312
2025-05-19,GOOG,High,177.75727695303274
2025-05-19,GOOG,Low,163.91628886477724
2025-05-19,GOOG,Open,165.3682461788755
2025-05-19,GOOG,Volume,170493300.0
2025-05-19,MSFT,Close,448.6015319824219
2025-05-19,MSFT,High,458.63623096108614
2025-05-19,MSFT,Low,447.33599591595265
2025-05-19,MSFT,Open,449.2990897450716
